,ST166Q02HA,ST166Q05HA,ST216Q01HA,ST216Q02HA,ST216Q03HA,FL167Q01HA,FL167Q02HA,FL167Q04HA,GRADE,MISCED,FISCED,BMMJ1,BFMJ2,BSMJ,literacy,sisced
74569,6.0,6.0,3.0,4.0,4.0,2.0,2.0,3.0,-1.0,0.0,1.0,21.64,24.16,62.45,482.91309999999993,2.0
74572,4.0,4.0,2.0,1.0,2.0,2.0,2.0,3.0,-1.0,2.0,2.0,24.98,26.85,70.1,387.73429999999996,2.0
74574,4.0,3.0,4.0,3.0,3.0,3.0,1.0,3.0,0.0,6.0,3.0,82.41,56.5,47.42,488.9132000000001,5.0
74577,6.0,5.0,3.0,2.0,2.0,3.0,2.0,3.0,-1.0,2.0,5.0,30.9,22.57,58.77,395.39660000000003,5.0
74578,3.0,3.0,3.0,1.0,4.0,1.0,2.0,4.0,-2.0,2.0,1.0,16.5,59.89,23.8,426.91400000000004,2.0
74579,3.0,3.0,5.0,4.0,3.0,2.0,3.0,2.0,-1.0,2.0,1.0,16.5,15.35,30.78,387.9927,5.0
74580,6.0,6.0,2.0,2.0,2.0,4.0,4.0,4.0,0.0,6.0,6.0,26.64,18.13,86.72,589.7375,6.0
74583,6.0,6.0,1.0,1.0,1.0,4.0,4.0,4.0,0.0,6.0,5.0,76.49,70.34,70.34,643.3757,6.0
74585,6.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,0.0,0.0,0.0,24.98,40.54,86.72,506.166,6.0
74587,6.0,5.0,2.0,1.0,3.0,1.0,1.0,2.0,0.0,6.0,6.0,70.34,70.34,70.34,626.3593,6.0
74591,4.0,5.0,3.0,2.0,3.0,3.0,3.0,2.0,0.0,4.0,1.0,48.66,30.78,63.03,571.0569999999999,6.0
74593,1.0,6.0,2.0,2.0,2.0,3.0,3.0,3.0,-1.0,1.0,2.0,16.38,25.51,62.45,569.3477,5.0
74594,6.0,6.0,2.0,1.0,3.0,3.0,3.0,2.0,0.0,6.0,4.0,76.65,70.34,80.46,588.4060000000001,6.0
74595,3.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0,6.0,6.0,44.94,25.06,72.83,406.05550000000005,6.0
74596,6.0,6.0,4.0,2.0,3.0,4.0,4.0,3.0,0.0,4.0,4.0,57.0,51.5,79.05,629.7513999999999,6.0
74598,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,0.0,2.0,1.0,17.0,15.35,31.08,445.35149999999993,3.0
74599,6.0,6.0,1.0,1.0,1.0,3.0,3.0,3.0,0.0,6.0,4.0,68.7,40.54,88.7,631.0498,6.0
74600,6.0,6.0,1.0,1.0,1.0,4.0,4.0,3.0,0.0,6.0,6.0,76.65,75.54,88.7,562.8778,6.0
74601,1.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,-2.0,0.0,2.0,24.53,18.13,50.9,342.7617000000001,6.0
74602,6.0,6.0,3.0,2.0,1.0,3.0,2.0,2.0,-1.0,1.0,2.0,39.04,25.95,86.72,470.5,6.0
74604,5.0,6.0,3.0,2.0,2.0,4.0,4.0,4.0,0.0,6.0,6.0,82.41,81.92,79.74,631.8176000000001,6.0
74606,4.0,4.0,3.0,2.0,3.0,1.0,2.0,1.0,-1.0,5.0,5.0,67.94,48.1,75.5,482.84559999999993,5.0
74608,5.0,5.0,1.0,1.0,1.0,2.0,4.0,4.0,-1.0,6.0,6.0,39.02,86.72,73.71,386.68240000000003,6.0
74610,6.0,6.0,3.0,3.0,2.0,2.0,2.0,3.0,0.0,6.0,6.0,68.7,68.7,79.74,591.4553,6.0
74611,6.0,6.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,6.0,6.0,59.76,65.01,79.49,666.6963000000002,6.0
74613,5.0,2.0,2.0,1.0,1.0,3.0,4.0,4.0,-1.0,0.0,3.0,18.13,30.78,86.72,474.90530000000007,6.0
74615,6.0,5.0,3.0,1.0,2.0,3.0,4.0,3.0,0.0,6.0,6.0,17.0,51.5,63.03,579.0506,6.0
74617,6.0,6.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,6.0,6.0,67.94,57.03,84.61,574.4540999999999,6.0
74618,5.0,2.0,3.0,2.0,2.0,3.0,3.0,4.0,0.0,1.0,5.0,16.5,25.23,79.74,551.8129,3.0
74619,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,-1.0,0.0,0.0,16.38,15.35,30.78,307.96489999999994,2.0
74621,4.0,4.0,1.0,2.0,3.0,2.0,2.0,4.0,0.0,6.0,1.0,75.54,33.76,65.01,626.2684999999999,6.0
74625,5.0,6.0,3.0,2.0,2.0,2.0,2.0,4.0,-1.0,1.0,1.0,17.0,26.62,24.53,458.5227,5.0
74626,6.0,6.0,1.0,1.0,3.0,3.0,3.0,4.0,0.0,6.0,6.0,60.29,74.66,84.14,628.0646,6.0
74627,6.0,6.0,2.0,2.0,3.0,4.0,4.0,4.0,0.0,2.0,4.0,14.21,25.95,76.65,536.5173000000001,6.0
74628,5.0,6.0,4.0,3.0,3.0,2.0,3.0,3.0,0.0,4.0,6.0,17.0,38.44,65.23,531.8548,6.0
74630,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,-2.0,2.0,3.0,26.64,69.24,62.45,387.1167,3.0
74631,6.0,6.0,1.0,1.0,2.0,3.0,3.0,3.0,0.0,4.0,1.0,28.48,22.77,86.72,610.5371,6.0
74632,5.0,6.0,3.0,2.0,2.0,3.0,3.0,3.0,0.0,5.0,5.0,40.54,25.95,88.7,567.5089,6.0
74633,6.0,6.0,2.0,2.0,4.0,3.0,2.0,2.0,0.0,2.0,2.0,20.35,22.57,85.85,600.6071,6.0
74635,3.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,0.0,2.0,6.0,24.53,23.57,76.65,567.2866,6.0
74639,6.0,6.0,1.0,3.0,1.0,2.0,2.0,2.0,0.0,4.0,5.0,55.25,51.5,67.94,672.4816,6.0
74643,6.0,6.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,6.0,6.0,82.41,82.41,70.34,520.1561999999999,6.0
74644,2.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,-3.0,4.0,6.0,17.0,15.35,24.53,330.12430000000006,1.0
74645,5.0,6.0,2.0,2.0,2.0,3.0,3.0,3.0,0.0,6.0,6.0,68.88,81.4,70.34,585.2248,6.0
74647,2.0,2.0,3.0,3.0,3.0,1.0,2.0,3.0,0.0,1.0,4.0,25.04,25.26,79.05,599.0706,6.0
74649,6.0,2.0,3.0,1.0,1.0,1.0,2.0,3.0,0.0,6.0,6.0,82.41,82.41,47.42,537.5971000000001,6.0
74657,6.0,6.0,1.0,1.0,1.0,4.0,4.0,4.0,0.0,6.0,6.0,82.41,16.34,79.74,575.5629,6.0
74659,4.0,4.0,2.0,3.0,4.0,2.0,2.0,2.0,0.0,4.0,6.0,71.39,82.41,74.66,565.0549000000001,6.0
74660,6.0,6.0,1.0,1.0,1.0,2.0,2.0,2.0,-1.0,6.0,4.0,82.41,24.8,88.7,541.1447999999999,6.0
74661,1.0,5.0,2.0,3.0,3.0,2.0,2.0,2.0,0.0,2.0,1.0,19.66,22.57,80.78,586.1503,6.0
74662,5.0,5.0,3.0,3.0,3.0,1.0,3.0,3.0,0.0,6.0,4.0,58.77,56.5,81.92,579.1366,6.0
74668,4.0,4.0,3.0,2.0,2.0,1.0,1.0,2.0,0.0,4.0,6.0,28.48,50.9,78.69,566.7313999999999,6.0
74671,6.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,-1.0,6.0,4.0,76.49,18.08,50.9,439.0237,6.0
74672,4.0,4.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0,4.0,2.0,43.33,17.0,67.94,500.1579,6.0
74673,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,-1.0,5.0,3.0,24.98,19.78,70.34,595.3009,6.0
74676,6.0,5.0,2.0,3.0,4.0,3.0,2.0,3.0,0.0,4.0,6.0,18.07,65.42,47.74,539.7764000000001,6.0
74677,4.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,0.0,2.0,2.0,28.48,70.34,76.24,480.84349999999995,6.0
74679,6.0,6.0,1.0,3.0,3.0,3.0,3.0,1.0,-1.0,5.0,3.0,43.33,36.92,84.14,474.51890000000003,6.0
74681,5.0,6.0,4.0,3.0,4.0,3.0,2.0,2.0,0.0,4.0,6.0,28.48,79.74,79.74,532.6499,6.0
74683,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,-1.0,1.0,1.0,19.41,19.41,25.04,400.3682,2.0
74685,6.0,6.0,3.0,2.0,2.0,2.0,3.0,3.0,0.0,6.0,6.0,17.0,67.11,80.46,472.1019,6.0
74690,4.0,6.0,3.0,2.0,3.0,3.0,2.0,3.0,0.0,3.0,2.0,26.64,21.13,85.85,625.8118,6.0
74692,3.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,0.0,6.0,6.0,86.72,62.39,81.92,566.1439,6.0
74693,4.0,4.0,4.0,3.0,4.0,2.0,2.0,2.0,0.0,2.0,1.0,16.36,17.0,23.8,550.9968,6.0
74698,2.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,4.0,1.0,62.39,64.44,88.31,517.8717,6.0
74702,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,-1.0,3.0,1.0,16.38,24.45,50.15,398.34409999999997,3.0
74703,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,0.0,1.0,4.0,24.98,70.34,86.72,504.67269999999996,5.0
74705,5.0,6.0,2.0,1.0,2.0,1.0,2.0,2.0,-2.0,1.0,2.0,28.48,30.78,63.03,413.62339999999995,6.0
74706,5.0,5.0,3.0,2.0,2.0,1.0,1.0,4.0,0.0,2.0,3.0,17.0,26.62,35.66,534.1837,6.0
74707,6.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,4.0,6.0,48.66,39.04,77.1,659.3055999999999,6.0
74708,6.0,5.0,2.0,2.0,3.0,4.0,4.0,4.0,0.0,6.0,6.0,73.91,30.34,71.39,535.3632,6.0
74710,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,6.0,4.0,69.24,51.5,46.76,515.4565,6.0
74713,3.0,1.0,3.0,2.0,3.0,1.0,1.0,2.0,0.0,4.0,2.0,62.39,57.03,63.03,546.7068999999999,4.0
74718,6.0,6.0,1.0,2.0,2.0,3.0,3.0,3.0,-1.0,6.0,5.0,31.08,23.57,85.85,490.1812,6.0
74719,5.0,4.0,2.0,1.0,2.0,1.0,1.0,3.0,-1.0,2.0,1.0,14.21,22.57,63.03,442.65110000000004,6.0
74725,6.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,0.0,6.0,3.0,57.03,70.34,79.05,671.135,6.0
74727,6.0,6.0,3.0,3.0,2.0,2.0,2.0,3.0,0.0,4.0,4.0,76.65,15.35,51.5,461.18730000000005,5.0
74728,4.0,4.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,4.0,0.0,75.54,22.57,64.44,446.83149999999995,6.0
74730,2.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,-1.0,6.0,6.0,31.08,35.34,46.38,407.64009999999996,3.0
74733,5.0,5.0,3.0,3.0,4.0,1.0,3.0,2.0,-1.0,5.0,0.0,16.5,15.35,78.69,455.92420000000004,4.0
74734,5.0,4.0,2.0,1.0,3.0,1.0,1.0,2.0,0.0,6.0,6.0,82.41,76.49,79.05,490.3455,6.0
74735,6.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,-1.0,1.0,1.0,24.15,33.76,31.08,368.8603,2.0
74736,3.0,3.0,4.0,4.0,3.0,2.0,2.0,2.0,0.0,1.0,1.0,24.53,50.15,80.46,528.1676,6.0
74738,6.0,3.0,2.0,2.0,1.0,3.0,3.0,3.0,-3.0,6.0,2.0,31.08,44.94,70.34,521.6733000000002,2.0
74740,6.0,6.0,3.0,3.0,2.0,2.0,2.0,3.0,0.0,4.0,4.0,18.13,22.57,29.18,552.8063,6.0
74741,5.0,1.0,4.0,4.0,3.0,1.0,2.0,2.0,0.0,6.0,5.0,79.74,82.41,80.46,423.32219999999995,6.0
74742,5.0,5.0,3.0,3.0,2.0,1.0,1.0,1.0,-1.0,6.0,2.0,67.11,25.95,79.74,444.92150000000004,6.0
74743,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,5.0,4.0,43.33,70.34,85.85,450.76689999999996,5.0
74744,5.0,4.0,3.0,4.0,3.0,2.0,2.0,3.0,0.0,4.0,2.0,43.33,59.89,76.98,551.5301,6.0
74746,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,0.0,1.0,1.0,19.08,33.76,85.85,459.4252,6.0
74747,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,4.0,6.0,17.0,71.39,75.5,485.75300000000004,3.0
74748,1.0,6.0,3.0,4.0,5.0,1.0,1.0,1.0,0.0,4.0,2.0,43.33,51.56,85.85,454.77670000000006,6.0
74749,2.0,4.0,2.0,2.0,3.0,1.0,2.0,2.0,-1.0,6.0,6.0,47.42,62.39,85.85,405.48889999999994,6.0
74752,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,0.0,5.0,2.0,23.09,22.57,84.61,545.5125,5.0
74753,3.0,6.0,4.0,4.0,4.0,3.0,3.0,3.0,0.0,4.0,4.0,26.64,55.25,88.31,407.29460000000006,6.0
74754,3.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,-1.0,0.0,2.0,20.91,13.34,65.01,486.28669999999994,3.0
74755,4.0,6.0,1.0,1.0,2.0,2.0,1.0,4.0,0.0,6.0,1.0,80.92,43.85,70.1,487.712,6.0
74756,6.0,6.0,1.0,1.0,2.0,3.0,3.0,4.0,0.0,6.0,2.0,58.77,37.83,72.27,545.8810000000001,6.0
74758,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-2.0,6.0,2.0,31.08,28.52,50.9,409.11109999999996,6.0
74764,5.0,6.0,1.0,1.0,4.0,4.0,4.0,4.0,1.0,6.0,6.0,82.41,28.95,58.77,612.4813999999999,6.0
74765,3.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,0.0,2.0,2.0,16.38,26.85,58.77,507.0593999999999,6.0
74769,5.0,3.0,1.0,2.0,5.0,4.0,4.0,4.0,0.0,6.0,6.0,68.7,81.92,70.34,502.56129999999996,6.0
74771,6.0,6.0,3.0,2.0,2.0,3.0,3.0,4.0,0.0,3.0,2.0,26.64,43.85,61.91,529.3604,6.0
74775,6.0,6.0,2.0,1.0,2.0,3.0,3.0,3.0,0.0,3.0,1.0,16.5,14.57,73.71,615.6334999999999,6.0
74777,2.0,6.0,3.0,2.0,2.0,2.0,2.0,3.0,0.0,5.0,4.0,26.64,37.83,88.7,504.242,6.0
74780,2.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,57.38,25.95,77.1,587.1288999999999,6.0
74784,6.0,6.0,2.0,2.0,2.0,3.0,3.0,2.0,0.0,5.0,5.0,70.34,70.34,74.79,555.7101999999999,6.0
74785,3.0,3.0,2.0,2.0,3.0,1.0,2.0,3.0,-1.0,5.0,5.0,43.33,30.34,30.78,512.7612,2.0
74786,5.0,6.0,3.0,3.0,3.0,2.0,3.0,3.0,0.0,6.0,6.0,85.41,82.41,81.92,537.2502,6.0
74787,4.0,4.0,3.0,2.0,3.0,1.0,1.0,1.0,-2.0,0.0,5.0,17.0,30.78,88.7,351.0915,4.0
74789,1.0,6.0,3.0,3.0,3.0,2.0,2.0,2.0,-1.0,6.0,6.0,71.39,62.45,65.23,424.6818999999999,6.0
74790,6.0,6.0,2.0,2.0,1.0,4.0,4.0,4.0,0.0,4.0,4.0,54.55,28.12,64.44,570.1888999999999,3.0
74792,5.0,6.0,1.0,1.0,3.0,1.0,2.0,3.0,0.0,6.0,6.0,75.5,75.5,79.05,565.6042,6.0
74793,6.0,6.0,3.0,3.0,3.0,4.0,4.0,4.0,0.0,4.0,2.0,24.53,30.78,68.7,453.0848,6.0
74794,6.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,0.0,4.0,1.0,24.98,46.38,88.7,514.0935,6.0
74795,5.0,6.0,3.0,4.0,2.0,3.0,3.0,3.0,0.0,5.0,6.0,39.02,62.45,78.76,545.1209000000001,6.0
74798,4.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,0.0,6.0,4.0,51.56,51.56,88.7,617.0004,6.0
74800,6.0,6.0,1.0,2.0,2.0,4.0,4.0,4.0,0.0,6.0,6.0,51.56,23.57,68.7,514.7058000000001,6.0
74801,6.0,6.0,2.0,1.0,1.0,4.0,4.0,4.0,0.0,6.0,5.0,70.34,30.78,80.46,540.8896000000001,6.0
74802,5.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,0.0,2.0,0.0,28.48,31.15,73.91,600.2088,6.0
74808,3.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,0.0,3.0,3.0,50.37,24.16,64.44,548.1406,5.0
74809,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,0.0,2.0,1.0,26.64,15.35,88.7,432.40110000000004,6.0
74811,2.0,3.0,1.0,1.0,1.0,3.0,3.0,2.0,-2.0,6.0,6.0,24.98,26.85,51.5,403.2069,1.0
74815,6.0,6.0,2.0,2.0,2.0,3.0,2.0,4.0,0.0,6.0,6.0,44.94,65.01,79.05,662.8997999999999,6.0
74817,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,26.64,70.34,86.72,482.45140000000004,6.0
74818,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,16.38,24.43,70.34,601.1297000000001,6.0
74820,3.0,2.0,5.0,1.0,1.0,4.0,3.0,3.0,-2.0,6.0,6.0,26.13,33.76,30.78,416.5329,4.0
74821,6.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,-1.0,0.0,1.0,14.21,22.57,46.38,445.58859999999993,6.0
74822,5.0,5.0,3.0,2.0,2.0,1.0,1.0,2.0,0.0,4.0,4.0,14.21,35.82,54.55,439.54679999999996,6.0
74827,6.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,23.47,29.16,82.41,615.583,5.0
74829,4.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,0.0,5.0,6.0,43.33,78.76,78.69,558.207,6.0
74832,1.0,6.0,1.0,1.0,1.0,3.0,4.0,4.0,1.0,4.0,2.0,18.07,30.78,88.7,598.6021,6.0
74835,6.0,6.0,3.0,2.0,3.0,3.0,3.0,3.0,0.0,3.0,2.0,82.41,30.59,81.4,581.6797,6.0
74836,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-1.0,5.0,5.0,13.87,46.38,70.1,476.0044,1.0
74839,4.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,0.0,6.0,6.0,55.25,76.65,88.7,497.8624,6.0
74840,2.0,3.0,3.0,1.0,4.0,2.0,2.0,2.0,0.0,6.0,3.0,81.4,23.8,73.71,449.4768,6.0
74841,4.0,6.0,3.0,3.0,4.0,1.0,2.0,3.0,0.0,6.0,6.0,82.41,59.89,79.05,578.4637999999999,6.0
74844,5.0,6.0,4.0,3.0,4.0,2.0,2.0,1.0,0.0,6.0,3.0,70.89,36.92,88.7,564.8729,6.0
74846,2.0,5.0,2.0,3.0,3.0,2.0,2.0,3.0,0.0,1.0,2.0,65.42,20.91,71.55,568.4921999999999,6.0
74847,6.0,6.0,3.0,2.0,3.0,3.0,3.0,3.0,0.0,6.0,6.0,44.94,80.78,79.74,602.6580999999999,6.0
74849,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,-3.0,2.0,2.0,16.5,20.78,51.5,353.0576,2.0
74852,6.0,6.0,3.0,2.0,2.0,2.0,2.0,3.0,0.0,6.0,6.0,82.41,71.39,72.83,668.7997000000001,6.0
74856,6.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,1.0,13.24,59.89,88.7,537.6922999999999,6.0
74858,5.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,0.0,1.0,2.0,24.88,15.35,79.74,563.3867,6.0
74859,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,-2.0,6.0,6.0,39.04,21.82,85.85,414.62559999999996,5.0
74861,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,0.0,1.0,2.0,17.0,20.91,79.05,584.7245,5.0
74862,5.0,6.0,3.0,3.0,3.0,2.0,2.0,2.0,0.0,4.0,5.0,54.55,79.74,80.46,503.3081,6.0
74863,3.0,6.0,3.0,1.0,1.0,2.0,2.0,2.0,0.0,6.0,1.0,82.41,17.0,75.54,608.7282,3.0
74864,5.0,5.0,4.0,3.0,4.0,3.0,3.0,3.0,-1.0,1.0,1.0,23.47,32.5,31.08,432.3280999999999,2.0
74865,3.0,3.0,3.0,3.0,2.0,1.0,3.0,2.0,-1.0,0.0,5.0,25.2,27.91,24.53,407.5385,5.0
74866,5.0,4.0,1.0,1.0,1.0,4.0,4.0,4.0,0.0,5.0,4.0,13.24,25.23,70.34,545.944,6.0
74868,4.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,0.0,6.0,6.0,71.29,70.34,64.44,494.1299,4.0
74871,6.0,6.0,3.0,2.0,3.0,2.0,2.0,3.0,0.0,6.0,4.0,50.37,76.65,68.7,525.789,6.0
74873,6.0,5.0,2.0,3.0,3.0,3.0,3.0,3.0,0.0,4.0,2.0,24.98,43.85,46.76,530.9249000000001,3.0
74879,6.0,4.0,3.0,2.0,2.0,3.0,4.0,4.0,0.0,6.0,6.0,76.49,81.13,85.85,514.4646,6.0
74880,1.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,0.0,2.0,4.0,24.98,57.03,78.69,439.83090000000004,6.0
74882,5.0,4.0,2.0,1.0,5.0,4.0,4.0,4.0,0.0,4.0,2.0,44.94,26.6,70.34,502.39390000000014,6.0
74883,6.0,6.0,2.0,2.0,2.0,1.0,2.0,2.0,-1.0,1.0,1.0,16.38,33.16,29.18,520.504,3.0
74891,6.0,5.0,4.0,4.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,44.92,27.81,83.09,490.97110000000004,3.0
74895,5.0,5.0,3.0,2.0,4.0,2.0,2.0,3.0,-1.0,1.0,1.0,16.38,11.74,70.1,480.1684,6.0
74899,6.0,3.0,4.0,2.0,4.0,2.0,3.0,2.0,-1.0,2.0,4.0,23.47,28.7,58.77,499.0128999999999,6.0
74900,4.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,0.0,1.0,1.0,14.21,26.62,73.38,546.2357,6.0
74903,5.0,6.0,3.0,2.0,3.0,3.0,3.0,4.0,0.0,4.0,5.0,76.65,35.7,58.77,522.3664,6.0
74904,3.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,0.0,6.0,6.0,70.34,65.42,78.69,639.1361,6.0
74906,6.0,6.0,4.0,3.0,4.0,3.0,3.0,3.0,0.0,4.0,5.0,50.37,30.78,86.72,607.5913999999999,6.0
74908,6.0,6.0,3.0,3.0,4.0,1.0,1.0,3.0,0.0,6.0,6.0,81.92,80.92,79.05,624.0230000000001,6.0
74909,2.0,3.0,3.0,3.0,5.0,2.0,2.0,1.0,0.0,6.0,4.0,43.33,57.03,70.5,558.5096,6.0
74910,6.0,6.0,3.0,2.0,2.0,3.0,2.0,4.0,0.0,6.0,6.0,75.5,73.38,81.92,668.2404999999999,6.0
74912,2.0,4.0,1.0,2.0,2.0,3.0,3.0,4.0,0.0,6.0,6.0,84.14,84.14,84.61,614.7776,6.0
74915,6.0,6.0,2.0,3.0,3.0,2.0,2.0,2.0,0.0,4.0,1.0,24.98,14.21,79.74,593.1157999999999,3.0
74918,5.0,6.0,3.0,2.0,2.0,2.0,2.0,2.0,0.0,6.0,2.0,68.7,23.57,86.72,579.6521,6.0
74919,1.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,-1.0,5.0,5.0,23.47,15.35,50.9,402.1587,2.0
74922,4.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,6.0,6.0,75.5,65.01,79.49,580.3034,6.0
74923,5.0,6.0,2.0,3.0,3.0,2.0,2.0,1.0,0.0,4.0,6.0,26.64,38.44,78.69,535.4927,6.0
74924,6.0,6.0,2.0,2.0,3.0,3.0,3.0,3.0,0.0,6.0,6.0,23.57,23.57,58.77,586.4207999999999,6.0
74925,6.0,6.0,2.0,2.0,2.0,3.0,2.0,3.0,0.0,4.0,1.0,13.24,25.95,68.7,567.3552999999999,6.0
74926,4.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,0.0,6.0,6.0,58.77,70.34,70.34,495.8750999999999,6.0
74927,6.0,6.0,2.0,4.0,3.0,4.0,4.0,4.0,0.0,4.0,3.0,43.33,57.03,80.46,596.2747999999999,6.0
74928,3.0,2.0,3.0,1.0,2.0,2.0,4.0,4.0,-1.0,5.0,6.0,28.48,28.7,50.9,483.7853999999999,3.0
74929,3.0,6.0,3.0,2.0,3.0,1.0,2.0,2.0,0.0,2.0,2.0,18.07,18.03,81.92,504.46180000000004,6.0
74931,3.0,4.0,2.0,1.0,2.0,3.0,3.0,4.0,0.0,6.0,6.0,75.54,71.39,70.34,612.6096999999999,6.0
74935,5.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,0.0,5.0,2.0,70.4,16.34,85.85,475.8747,6.0
74936,6.0,6.0,1.0,1.0,1.0,2.0,3.0,3.0,0.0,6.0,6.0,75.54,44.94,80.46,618.5253999999999,6.0
74937,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,0.0,2.0,2.0,60.29,13.87,68.88,582.4098,6.0
74940,4.0,2.0,2.0,1.0,3.0,1.0,2.0,3.0,0.0,6.0,6.0,82.41,70.34,79.05,586.0395,6.0
74941,5.0,6.0,4.0,2.0,4.0,2.0,3.0,2.0,0.0,2.0,2.0,16.5,36.35,86.72,522.5944000000001,6.0
74943,2.0,2.0,3.0,3.0,4.0,1.0,1.0,1.0,-2.0,1.0,1.0,16.38,59.89,44.14,378.7373,1.0
74944,4.0,6.0,3.0,3.0,4.0,4.0,4.0,3.0,0.0,6.0,6.0,70.34,86.72,70.34,560.4440999999999,6.0
74947,6.0,6.0,2.0,1.0,1.0,3.0,3.0,3.0,0.0,3.0,1.0,14.21,25.06,73.91,555.1753000000001,6.0
74952,1.0,2.0,3.0,2.0,1.0,3.0,3.0,4.0,0.0,4.0,4.0,23.41,31.72,85.85,511.1049,6.0
74954,6.0,6.0,3.0,2.0,2.0,2.0,2.0,2.0,0.0,6.0,6.0,82.41,80.92,72.83,605.4408999999999,6.0
74955,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,0.0,6.0,6.0,31.08,15.35,88.31,575.3359,6.0
74956,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,0.0,6.0,4.0,70.34,75.5,70.34,527.3909,6.0
74961,5.0,6.0,4.0,3.0,4.0,2.0,2.0,3.0,0.0,4.0,6.0,65.42,65.42,57.03,539.0616,6.0
74962,5.0,6.0,2.0,2.0,2.0,3.0,3.0,2.0,0.0,4.0,6.0,44.94,78.17,70.34,560.8384,6.0
74963,6.0,6.0,1.0,1.0,1.0,3.0,4.0,4.0,0.0,4.0,0.0,20.95,39.04,29.18,663.6105,6.0
74968,4.0,6.0,1.0,2.0,2.0,3.0,4.0,3.0,0.0,6.0,6.0,76.49,79.05,62.45,557.0281,6.0
74970,2.0,1.0,5.0,1.0,5.0,1.0,1.0,1.0,-2.0,2.0,2.0,26.64,23.8,58.77,248.70719999999997,2.0
74971,6.0,6.0,2.0,2.0,2.0,3.0,3.0,2.0,0.0,6.0,6.0,65.01,75.5,78.76,537.9835999999999,6.0
