,ST166Q02HA,ST166Q05HA,ST216Q01HA,ST216Q02HA,ST216Q03HA,FL167Q01HA,FL167Q02HA,FL167Q04HA,GRADE,MISCED,FISCED,BMMJ1,BFMJ2,BSMJ,literacy,sisced
76507,5.0,3.0,4.0,1.0,3.0,2.0,1.0,4.0,-1.0,2.0,2.0,24.53,22.57,62.45,419.72170000000006,6.0
76509,6.0,6.0,2.0,2.0,2.0,3.0,3.0,4.0,0.0,6.0,6.0,81.4,80.78,78.69,628.1860999999999,6.0
76510,6.0,6.0,3.0,4.0,4.0,3.0,3.0,3.0,0.0,4.0,0.0,51.56,22.57,56.57,505.66669999999993,6.0
76511,6.0,5.0,3.0,2.0,2.0,2.0,2.0,3.0,0.0,4.0,4.0,18.13,76.65,65.23,499.01279999999997,6.0
76513,6.0,6.0,4.0,4.0,5.0,3.0,2.0,3.0,0.0,6.0,2.0,73.91,26.62,84.14,576.3451,6.0
76515,3.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,0.0,6.0,6.0,65.01,75.54,85.85,421.5287,6.0
76517,6.0,6.0,4.0,2.0,3.0,3.0,3.0,3.0,0.0,6.0,5.0,82.41,43.76,81.92,638.2461000000001,6.0
76518,6.0,6.0,3.0,2.0,3.0,3.0,3.0,3.0,0.0,1.0,2.0,23.47,33.16,70.34,553.1736,6.0
76519,4.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,-2.0,4.0,6.0,56.35,30.34,56.57,431.8973,2.0
76522,5.0,5.0,2.0,2.0,3.0,1.0,1.0,3.0,0.0,4.0,4.0,23.57,51.5,51.5,520.6965,6.0
76526,6.0,6.0,1.0,1.0,1.0,3.0,3.0,3.0,0.0,6.0,6.0,82.41,51.56,88.7,641.6737,6.0
76527,6.0,6.0,2.0,2.0,1.0,3.0,3.0,3.0,0.0,5.0,5.0,43.85,70.34,70.34,501.1450000000001,6.0
76530,6.0,6.0,1.0,1.0,1.0,4.0,4.0,4.0,0.0,4.0,6.0,26.64,36.35,72.83,517.6204,6.0
76531,2.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,0.0,3.0,1.0,24.53,24.53,50.9,487.34049999999996,6.0
76533,1.0,1.0,4.0,3.0,3.0,1.0,1.0,1.0,0.0,4.0,4.0,25.04,25.04,82.31,523.7008,6.0
76534,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,-1.0,3.0,4.0,31.08,20.91,79.74,499.26989999999995,3.0
76537,6.0,6.0,3.0,2.0,4.0,2.0,2.0,4.0,0.0,4.0,2.0,26.64,51.5,70.1,491.6589,6.0
76538,5.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,-3.0,2.0,0.0,24.98,33.76,50.9,469.8862000000001,2.0
76539,6.0,6.0,3.0,1.0,1.0,1.0,2.0,4.0,0.0,4.0,4.0,44.94,28.48,81.92,509.7608,6.0
76542,6.0,6.0,2.0,2.0,2.0,1.0,1.0,3.0,0.0,6.0,5.0,80.92,70.34,50.9,686.5154,6.0
76543,3.0,1.0,4.0,3.0,4.0,1.0,1.0,1.0,-1.0,0.0,1.0,39.04,36.92,79.74,422.17750000000007,2.0
76545,6.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,6.0,6.0,88.7,88.7,70.34,621.5917000000001,6.0
76547,6.0,6.0,2.0,2.0,2.0,3.0,3.0,3.0,0.0,2.0,2.0,16.38,24.16,63.03,673.967,6.0
76550,5.0,4.0,2.0,1.0,1.0,4.0,4.0,4.0,0.0,6.0,6.0,39.02,75.54,46.76,596.8915,6.0
76554,6.0,6.0,3.0,1.0,3.0,3.0,3.0,3.0,0.0,2.0,2.0,17.0,70.34,86.72,510.4641,6.0
76558,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,-1.0,1.0,1.0,17.0,19.78,31.08,371.61220000000003,2.0
76559,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,0.0,4.0,2.0,55.25,50.37,79.05,525.0222,6.0
76561,4.0,4.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,6.0,6.0,82.31,80.78,79.05,467.6188,6.0
76562,5.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,0.0,4.0,1.0,39.02,17.55,72.83,533.3055999999999,6.0
76570,6.0,6.0,3.0,2.0,3.0,1.0,1.0,1.0,0.0,6.0,4.0,82.41,51.5,88.7,603.2048,6.0
76571,5.0,6.0,2.0,1.0,2.0,4.0,4.0,4.0,0.0,2.0,1.0,23.41,33.16,80.92,648.1596,6.0
76575,2.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,0.0,1.0,2.0,16.38,59.89,86.72,520.432,6.0
76579,2.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,-2.0,6.0,5.0,44.94,23.8,50.9,393.60139999999996,2.0
76580,4.0,4.0,2.0,1.0,1.0,3.0,3.0,3.0,0.0,5.0,5.0,24.98,18.07,88.31,502.9912000000001,6.0
76582,6.0,4.0,2.0,2.0,2.0,3.0,2.0,3.0,-1.0,2.0,3.0,31.08,39.02,64.44,422.03120000000007,2.0
76583,6.0,6.0,1.0,1.0,1.0,3.0,3.0,3.0,0.0,6.0,5.0,58.77,30.78,62.45,506.3803,6.0
76584,4.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,0.0,2.0,2.0,28.48,25.95,50.9,506.33269999999993,3.0
76585,6.0,6.0,4.0,4.0,5.0,3.0,2.0,3.0,0.0,3.0,2.0,30.9,37.22,86.72,552.4358,6.0
76586,1.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,-1.0,2.0,1.0,17.0,23.8,61.82,348.9956000000001,5.0
76587,2.0,2.0,3.0,3.0,4.0,1.0,1.0,2.0,-1.0,6.0,0.0,81.4,81.4,74.66,486.19390000000004,6.0
76588,6.0,6.0,3.0,3.0,3.0,3.0,3.0,4.0,0.0,6.0,0.0,21.24,19.78,86.72,542.5674,6.0
76590,5.0,6.0,3.0,3.0,3.0,2.0,2.0,2.0,0.0,5.0,5.0,25.04,15.35,80.46,541.6391000000001,6.0
76593,6.0,6.0,1.0,1.0,1.0,3.0,3.0,3.0,0.0,3.0,4.0,57.03,36.92,74.66,590.4476,6.0
76595,5.0,4.0,2.0,3.0,3.0,4.0,4.0,3.0,0.0,6.0,3.0,82.41,79.74,78.69,630.2976,6.0
76598,4.0,6.0,3.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,3.0,16.5,36.97,85.85,550.6242,6.0
76599,5.0,5.0,3.0,2.0,2.0,2.0,2.0,2.0,-2.0,5.0,5.0,31.08,27.91,77.1,450.2098,2.0
76600,6.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,0.0,5.0,3.0,20.91,16.34,73.71,524.8091999999999,6.0
76601,3.0,2.0,4.0,2.0,3.0,1.0,1.0,2.0,0.0,3.0,2.0,44.14,26.6,68.7,486.8846,6.0
76602,3.0,6.0,3.0,3.0,4.0,3.0,3.0,3.0,0.0,6.0,6.0,81.92,79.74,78.69,490.6112,5.0
76608,3.0,1.0,3.0,4.0,5.0,1.0,1.0,2.0,0.0,3.0,3.0,59.76,75.5,85.85,484.14400000000006,6.0
76609,6.0,5.0,3.0,1.0,2.0,1.0,3.0,4.0,0.0,4.0,2.0,50.37,75.5,79.74,583.8851000000001,0.0
76611,4.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,0.0,4.0,4.0,23.8,43.85,80.46,589.132,6.0
76614,4.0,3.0,2.0,3.0,1.0,1.0,3.0,3.0,-1.0,0.0,0.0,24.53,16.33,80.46,410.7496,6.0
76617,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2.0,0.0,0.0,23.57,13.35,58.77,338.3653,1.0
76619,6.0,6.0,2.0,2.0,3.0,3.0,3.0,3.0,0.0,4.0,4.0,23.41,26.62,81.05,465.0598999999999,6.0
76620,6.0,6.0,2.0,1.0,2.0,3.0,3.0,3.0,0.0,6.0,6.0,71.39,79.74,85.85,552.8743000000001,6.0
76621,2.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,0.0,1.0,2.0,16.38,19.78,78.69,504.0274000000001,6.0
76623,6.0,6.0,2.0,1.0,1.0,1.0,1.0,3.0,0.0,4.0,2.0,16.5,29.16,80.46,597.9513,6.0
76624,2.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,0.0,4.0,5.0,28.48,73.38,81.92,572.8340000000001,6.0
76625,6.0,4.0,5.0,3.0,5.0,2.0,2.0,2.0,0.0,4.0,4.0,62.13,43.85,86.72,582.4005999999999,6.0
76627,1.0,5.0,2.0,3.0,4.0,3.0,3.0,3.0,0.0,4.0,4.0,43.19,30.14,86.81,514.9570000000001,5.0
76629,2.0,5.0,1.0,2.0,3.0,3.0,3.0,3.0,-2.0,1.0,1.0,16.38,16.34,33.16,359.2198,5.0
76630,2.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,-3.0,2.0,1.0,14.21,22.57,85.85,346.01860000000005,5.0
76631,1.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,-1.0,2.0,2.0,44.94,25.06,50.9,450.87510000000003,2.0
76632,4.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,28.48,26.6,50.9,540.9854,6.0
76634,3.0,4.0,2.0,2.0,2.0,1.0,2.0,3.0,-1.0,4.0,1.0,16.38,30.34,24.53,397.9678,2.0
76635,5.0,5.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,6.0,6.0,84.61,68.7,67.94,506.8193,6.0
76636,6.0,6.0,2.0,1.0,3.0,3.0,3.0,3.0,0.0,6.0,6.0,82.41,82.41,77.1,635.3564,6.0
76639,2.0,4.0,3.0,3.0,5.0,2.0,2.0,4.0,0.0,5.0,6.0,28.48,51.5,84.14,453.93649999999997,6.0
76644,2.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,0.0,6.0,6.0,79.74,80.75,73.71,481.8983999999999,6.0
76646,4.0,6.0,3.0,2.0,1.0,3.0,3.0,4.0,0.0,2.0,2.0,16.38,28.48,79.49,597.5364000000001,6.0
76648,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,0.0,4.0,4.0,24.98,62.13,50.9,544.0236000000001,6.0
76650,4.0,4.0,2.0,3.0,2.0,1.0,1.0,3.0,0.0,6.0,4.0,75.5,32.5,80.46,534.4392,6.0
76651,4.0,4.0,1.0,1.0,3.0,3.0,3.0,3.0,0.0,6.0,4.0,68.7,37.83,81.92,608.9089,6.0
76653,6.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,0.0,3.0,2.0,17.0,28.48,70.34,548.1850000000001,6.0
76654,6.0,6.0,2.0,2.0,2.0,3.0,3.0,3.0,0.0,6.0,2.0,76.49,30.34,83.09,583.5926000000001,6.0
76656,3.0,6.0,3.0,1.0,2.0,3.0,3.0,3.0,0.0,2.0,1.0,16.5,22.57,85.85,550.5041000000001,6.0
76658,3.0,4.0,2.0,3.0,4.0,1.0,2.0,2.0,-1.0,3.0,1.0,14.21,51.5,85.85,549.1721,5.0
76659,6.0,6.0,5.0,3.0,5.0,1.0,1.0,2.0,-1.0,0.0,0.0,28.7,25.95,46.76,433.14840000000004,5.0
76661,2.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,-2.0,1.0,0.0,17.0,22.57,30.78,434.7695,1.0
76662,4.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,-3.0,2.0,2.0,16.5,22.57,79.74,325.5132,2.0
76664,2.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,0.0,6.0,6.0,82.41,79.05,88.7,594.7456999999999,6.0
76672,6.0,6.0,3.0,1.0,3.0,2.0,2.0,2.0,0.0,6.0,4.0,76.65,62.13,88.7,580.3688999999999,6.0
76673,6.0,5.0,2.0,3.0,2.0,3.0,2.0,3.0,0.0,6.0,6.0,62.39,75.5,70.34,533.021,6.0
76674,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,24.53,19.41,84.14,424.533,1.0
76676,5.0,6.0,2.0,3.0,2.0,1.0,1.0,1.0,0.0,3.0,6.0,28.48,76.65,88.31,597.8719,6.0
76678,6.0,6.0,2.0,2.0,1.0,2.0,3.0,2.0,0.0,1.0,1.0,70.34,23.53,88.7,490.83260000000007,6.0
76679,6.0,5.0,2.0,1.0,1.0,3.0,3.0,3.0,0.0,4.0,4.0,43.85,54.55,78.69,535.1475999999999,6.0
76685,6.0,6.0,3.0,3.0,3.0,4.0,4.0,4.0,-2.0,2.0,1.0,70.34,70.34,70.34,484.70829999999995,2.0
76687,4.0,4.0,1.0,2.0,1.0,3.0,3.0,3.0,-1.0,3.0,5.0,28.48,26.62,51.5,504.9931,3.0
76688,4.0,5.0,3.0,3.0,4.0,1.0,1.0,1.0,0.0,6.0,5.0,44.94,75.5,70.34,471.00249999999994,6.0
76691,3.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,0.0,4.0,2.0,13.24,18.07,50.9,570.0708999999999,6.0
76693,6.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,-1.0,2.0,6.0,71.39,71.39,46.76,571.9147999999999,6.0
76694,6.0,6.0,2.0,2.0,3.0,3.0,2.0,2.0,0.0,1.0,1.0,26.64,56.5,47.42,564.6568,6.0
76698,6.0,6.0,5.0,3.0,4.0,4.0,4.0,4.0,0.0,6.0,4.0,68.7,53.77,43.85,521.2023999999999,6.0
76699,6.0,6.0,2.0,1.0,2.0,3.0,2.0,3.0,0.0,4.0,4.0,55.25,31.15,77.1,611.1466,6.0
76700,4.0,6.0,3.0,2.0,2.0,2.0,1.0,3.0,-1.0,1.0,1.0,14.21,15.35,58.77,367.9371,5.0
76701,6.0,6.0,3.0,2.0,2.0,4.0,3.0,3.0,0.0,6.0,2.0,82.41,13.35,88.31,592.3264999999999,6.0
76702,4.0,6.0,3.0,3.0,3.0,4.0,4.0,4.0,0.0,6.0,6.0,56.64,74.7,64.44,488.9495,6.0
76703,6.0,6.0,1.0,2.0,2.0,4.0,4.0,4.0,0.0,6.0,2.0,78.17,37.83,78.69,599.6459000000001,6.0
76704,6.0,6.0,4.0,2.0,2.0,3.0,3.0,3.0,0.0,2.0,1.0,25.04,57.03,26.64,475.4401,5.0
76705,2.0,1.0,3.0,2.0,2.0,3.0,3.0,4.0,-1.0,5.0,5.0,26.64,23.8,46.76,469.3737,6.0
76706,6.0,6.0,5.0,1.0,1.0,3.0,2.0,2.0,0.0,4.0,4.0,57.03,70.34,79.74,599.2350999999999,6.0
76707,4.0,4.0,3.0,1.0,2.0,3.0,3.0,3.0,0.0,3.0,5.0,39.04,30.78,29.18,473.9925999999999,6.0
76709,5.0,6.0,3.0,2.0,2.0,3.0,3.0,3.0,0.0,2.0,1.0,24.98,25.95,50.9,575.7236,6.0
76710,4.0,5.0,3.0,2.0,2.0,2.0,2.0,3.0,0.0,2.0,2.0,11.74,22.77,84.14,512.7610000000001,6.0
76711,4.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,-1.0,2.0,2.0,32.5,24.45,74.66,431.23690000000005,2.0
76713,6.0,6.0,1.0,1.0,1.0,4.0,4.0,4.0,0.0,6.0,4.0,76.49,23.8,82.41,570.8823,6.0
76714,6.0,6.0,1.0,2.0,2.0,4.0,4.0,4.0,0.0,6.0,6.0,17.0,52.7,88.7,632.3348,6.0
76715,6.0,6.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,6.0,6.0,82.41,51.01,86.72,549.7967,6.0
76717,5.0,6.0,1.0,2.0,2.0,4.0,1.0,4.0,0.0,3.0,4.0,32.5,25.04,88.7,697.4314999999999,6.0
76718,6.0,6.0,1.0,1.0,2.0,4.0,4.0,3.0,0.0,6.0,6.0,86.72,86.72,70.34,584.3351,6.0
76723,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,-2.0,2.0,2.0,16.5,18.95,80.78,351.16630000000004,2.0
76724,6.0,6.0,2.0,2.0,3.0,4.0,4.0,2.0,0.0,5.0,5.0,25.04,59.89,70.34,584.6196,6.0
76726,6.0,4.0,3.0,1.0,4.0,4.0,4.0,4.0,0.0,6.0,6.0,28.48,23.8,88.96,514.5599,6.0
76728,5.0,6.0,3.0,3.0,3.0,1.0,2.0,2.0,-1.0,1.0,0.0,23.47,15.35,30.78,475.15199999999993,1.0
76730,6.0,6.0,2.0,2.0,2.0,2.0,3.0,3.0,-1.0,5.0,5.0,26.64,25.95,86.72,409.6022,6.0
76732,3.0,1.0,4.0,3.0,3.0,2.0,2.0,2.0,0.0,4.0,1.0,16.5,25.51,77.1,545.4543000000001,6.0
76733,3.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,17.0,49.48,86.72,577.3443,6.0
76734,6.0,4.0,2.0,2.0,2.0,4.0,4.0,3.0,0.0,6.0,5.0,62.39,25.63,81.92,502.61449999999996,6.0
76736,6.0,6.0,3.0,3.0,2.0,4.0,4.0,3.0,0.0,2.0,6.0,43.85,51.5,88.7,561.6494,6.0
76743,2.0,1.0,2.0,4.0,3.0,3.0,3.0,2.0,0.0,2.0,2.0,13.24,18.03,86.72,499.6653,6.0
76744,6.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,-1.0,2.0,2.0,24.16,28.52,63.03,527.1321,6.0
76748,6.0,6.0,2.0,2.0,2.0,1.0,1.0,2.0,-1.0,3.0,2.0,28.48,26.6,30.78,466.64250000000004,5.0
76752,6.0,6.0,2.0,2.0,2.0,3.0,3.0,2.0,0.0,1.0,3.0,17.0,70.34,80.46,643.167,6.0
76754,6.0,6.0,5.0,1.0,1.0,3.0,4.0,3.0,-2.0,2.0,2.0,16.38,13.87,51.5,409.1075,2.0
76756,6.0,6.0,3.0,3.0,5.0,2.0,2.0,2.0,0.0,6.0,6.0,79.05,62.45,77.1,575.836,6.0
76759,5.0,6.0,3.0,2.0,2.0,3.0,3.0,3.0,0.0,2.0,2.0,28.48,30.34,88.7,619.4876999999999,6.0
76761,5.0,6.0,3.0,2.0,3.0,3.0,2.0,2.0,0.0,6.0,6.0,86.72,79.05,79.05,629.7895000000001,6.0
76763,4.0,3.0,1.0,2.0,1.0,2.0,2.0,3.0,-2.0,5.0,5.0,31.08,33.76,51.5,360.6212,0.0
76766,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,0.0,23.47,22.57,22.57,538.5131,2.0
76767,4.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,0.0,6.0,2.0,31.08,28.7,85.85,427.59670000000006,6.0
76770,6.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,0.0,4.0,4.0,55.25,57.03,73.91,566.4361999999999,6.0
76773,6.0,6.0,2.0,2.0,2.0,3.0,3.0,3.0,0.0,6.0,5.0,75.5,81.4,81.4,531.1510000000001,5.0
76774,2.0,5.0,4.0,3.0,5.0,2.0,3.0,3.0,0.0,6.0,5.0,82.41,34.25,81.92,529.5009,6.0
76777,6.0,6.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,16.5,24.8,75.13,570.7495,3.0
76778,6.0,6.0,1.0,2.0,2.0,4.0,4.0,4.0,0.0,2.0,3.0,24.53,76.65,81.92,516.0653,6.0
76781,6.0,5.0,3.0,2.0,4.0,3.0,3.0,4.0,-1.0,5.0,4.0,76.65,61.07,70.34,476.28270000000003,6.0
76784,4.0,6.0,3.0,3.0,2.0,3.0,3.0,2.0,0.0,3.0,2.0,49.48,49.48,62.45,562.4692000000001,6.0
76785,5.0,6.0,3.0,2.0,4.0,4.0,4.0,3.0,0.0,5.0,5.0,44.94,70.34,79.74,468.5656,6.0
76787,3.0,4.0,3.0,1.0,1.0,2.0,2.0,3.0,0.0,6.0,6.0,76.65,65.01,79.74,523.3516999999999,6.0
76789,5.0,6.0,3.0,2.0,3.0,3.0,3.0,3.0,0.0,6.0,4.0,58.05,16.34,88.7,623.7538999999999,6.0
76790,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,-1.0,4.0,6.0,24.53,44.94,73.71,443.3427,3.0
76791,5.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,-1.0,2.0,1.0,31.08,25.06,62.45,492.54359999999997,5.0
76794,5.0,6.0,2.0,3.0,3.0,2.0,3.0,3.0,0.0,3.0,3.0,24.16,27.52,70.5,560.5758000000001,6.0
76797,4.0,6.0,2.0,2.0,2.0,4.0,4.0,4.0,0.0,6.0,6.0,26.64,57.25,79.74,592.0867999999999,6.0
76800,1.0,2.0,1.0,3.0,1.0,3.0,2.0,4.0,0.0,0.0,2.0,14.21,28.84,37.59,356.87669999999997,6.0
76802,5.0,1.0,3.0,2.0,2.0,3.0,3.0,3.0,-1.0,2.0,4.0,16.8,56.38,46.76,415.48130000000003,6.0
76806,6.0,3.0,4.0,4.0,5.0,1.0,1.0,2.0,-1.0,2.0,2.0,57.03,57.03,88.7,402.5186,6.0
76807,1.0,1.0,3.0,1.0,1.0,4.0,3.0,3.0,0.0,5.0,5.0,31.08,62.13,82.31,652.7398,6.0
76810,2.0,5.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0,4.0,6.0,70.34,81.4,78.69,589.3095000000001,6.0
76811,6.0,6.0,3.0,3.0,3.0,2.0,2.0,2.0,0.0,4.0,2.0,19.66,37.22,58.77,555.655,6.0
76813,5.0,2.0,1.0,1.0,2.0,4.0,4.0,4.0,-1.0,1.0,1.0,17.0,17.0,57.99,508.87610000000006,6.0
76814,6.0,6.0,3.0,2.0,2.0,2.0,2.0,3.0,0.0,2.0,4.0,43.33,17.85,79.49,553.4698999999999,6.0
76815,6.0,6.0,4.0,5.0,5.0,3.0,3.0,3.0,0.0,6.0,4.0,73.38,70.34,84.14,551.6996,6.0
76816,6.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0,2.0,1.0,31.08,57.03,86.72,515.0138,6.0
76820,6.0,6.0,3.0,3.0,3.0,1.0,1.0,1.0,-1.0,4.0,4.0,26.64,25.51,31.08,432.05289999999997,2.0
76821,6.0,6.0,3.0,2.0,2.0,3.0,3.0,3.0,0.0,3.0,6.0,44.94,50.73,81.92,662.7693999999999,6.0
76823,6.0,6.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,6.0,6.0,84.14,68.7,77.1,464.512,6.0
76824,6.0,5.0,3.0,1.0,3.0,2.0,1.0,3.0,0.0,6.0,5.0,86.72,27.52,69.24,506.11230000000006,6.0
76830,6.0,6.0,1.0,1.0,1.0,4.0,4.0,4.0,0.0,1.0,1.0,17.0,16.34,68.77,552.6561,6.0
76835,4.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,-1.0,2.0,2.0,13.24,28.52,62.45,527.4433,2.0
76836,3.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,4.0,4.0,31.08,39.02,88.96,482.4181999999999,6.0
76837,5.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,-2.0,2.0,1.0,16.5,13.87,86.72,314.8422,1.0
76838,6.0,6.0,3.0,4.0,4.0,1.0,1.0,3.0,0.0,4.0,4.0,50.15,50.15,88.7,672.6084000000001,6.0
76839,6.0,3.0,1.0,1.0,1.0,3.0,3.0,4.0,0.0,6.0,6.0,44.94,65.01,70.1,602.3169,6.0
76840,4.0,5.0,2.0,2.0,4.0,1.0,2.0,2.0,0.0,6.0,4.0,82.41,51.5,70.1,569.0083999999999,6.0
76842,3.0,3.0,2.0,2.0,4.0,4.0,3.0,2.0,0.0,2.0,2.0,28.48,30.34,88.7,503.4151,6.0
76844,6.0,6.0,3.0,3.0,2.0,4.0,4.0,4.0,0.0,6.0,6.0,50.73,62.45,81.92,582.8435,6.0
76845,6.0,6.0,2.0,1.0,1.0,3.0,3.0,4.0,0.0,3.0,4.0,39.04,65.01,80.46,622.5382000000002,6.0
76847,6.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,0.0,4.0,4.0,26.64,30.78,70.5,525.9174,6.0
76848,5.0,5.0,2.0,2.0,2.0,3.0,3.0,3.0,0.0,5.0,5.0,76.65,55.25,65.23,537.5382000000001,6.0
76849,6.0,6.0,3.0,2.0,3.0,3.0,3.0,2.0,0.0,1.0,2.0,13.24,30.78,88.7,541.2162000000001,6.0
76851,6.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,3.0,24.98,23.41,43.85,469.3143999999999,6.0
76854,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,26.64,23.8,29.18,577.0577000000001,6.0
76855,5.0,6.0,3.0,2.0,2.0,3.0,2.0,3.0,0.0,6.0,6.0,39.02,43.85,86.72,642.9341000000001,6.0
76856,5.0,6.0,2.0,2.0,2.0,3.0,3.0,3.0,0.0,6.0,4.0,85.41,71.39,79.05,453.7677,6.0
76857,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,0.0,6.0,4.0,82.41,70.34,17.0,583.3040000000001,6.0
76860,5.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,-1.0,2.0,1.0,51.56,25.95,74.66,401.397,1.0
76861,3.0,4.0,2.0,1.0,1.0,2.0,2.0,3.0,0.0,4.0,6.0,57.38,86.72,84.61,543.7335,6.0
76866,2.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,-2.0,2.0,1.0,16.38,25.95,50.9,381.5044,2.0
76867,4.0,4.0,2.0,3.0,3.0,4.0,4.0,4.0,0.0,4.0,5.0,35.34,35.34,79.05,556.8824999999999,6.0
76868,1.0,6.0,1.0,2.0,2.0,3.0,3.0,3.0,0.0,0.0,3.0,16.38,60.29,78.69,411.1303,4.0
76869,4.0,6.0,3.0,3.0,3.0,2.0,2.0,3.0,0.0,4.0,4.0,14.21,27.52,75.5,529.4873,5.0
76871,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,0.0,4.0,1.0,30.9,70.34,50.9,553.4841,3.0
76872,6.0,6.0,4.0,2.0,5.0,4.0,4.0,4.0,0.0,2.0,2.0,21.64,70.34,70.34,495.35110000000003,6.0
76873,6.0,6.0,1.0,3.0,1.0,2.0,2.0,2.0,0.0,2.0,6.0,50.15,79.05,72.96,514.2432000000001,6.0
76874,2.0,6.0,2.0,2.0,2.0,3.0,3.0,3.0,-1.0,4.0,4.0,71.39,51.56,77.1,583.327,6.0
76875,6.0,6.0,3.0,1.0,3.0,3.0,3.0,3.0,0.0,6.0,6.0,76.49,70.34,72.83,508.637,6.0
76877,1.0,1.0,2.0,3.0,2.0,4.0,3.0,3.0,0.0,2.0,2.0,26.64,21.13,81.05,459.6103,6.0
76878,2.0,1.0,5.0,5.0,4.0,3.0,3.0,3.0,-1.0,6.0,6.0,14.21,20.91,50.9,316.787,5.0
76881,6.0,6.0,3.0,2.0,4.0,1.0,1.0,2.0,0.0,6.0,1.0,76.65,24.45,73.91,591.9163,6.0
76883,5.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,0.0,6.0,6.0,70.34,70.34,88.7,467.59129999999993,6.0
76885,6.0,5.0,4.0,1.0,4.0,1.0,1.0,1.0,0.0,6.0,6.0,24.53,43.85,78.17,516.4379000000001,6.0
76886,6.0,6.0,2.0,2.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,20.35,18.07,55.03,577.4273000000001,6.0
76887,6.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,16.8,26.85,81.92,580.1920000000001,6.0
76888,6.0,6.0,3.0,3.0,2.0,2.0,2.0,2.0,0.0,4.0,0.0,14.21,59.89,86.72,473.16100000000006,6.0
76889,5.0,5.0,3.0,2.0,4.0,4.0,4.0,3.0,-1.0,2.0,2.0,26.64,50.15,88.96,480.1612,6.0
76890,6.0,6.0,3.0,2.0,2.0,2.0,2.0,3.0,0.0,2.0,2.0,16.38,30.34,83.09,579.2249999999999,6.0
